chr|end|id|source|source_url|start|variant_type
chr1|19818|0001059_NSSV1750595|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1750706|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1751732|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1751743|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1751754|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1751765|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1751776|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1751787|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1751788|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1751799|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1751810|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1751821|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1751832|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1751843|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1751854|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1751865|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1751876|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1751887|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1751898|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1751899|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1752886|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1752995|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1753096|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1754121|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1754222|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1754288|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1754289|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1754290|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1754291|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1754292|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1754293|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1754294|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1754295|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1754296|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1754297|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1754298|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1754299|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1754300|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1754301|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1754302|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1754303|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1754304|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1754305|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1754306|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1754307|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1754308|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1754309|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1754310|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1754376|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1755093|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1755194|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1755295|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1755296|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1755397|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1755451|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1755452|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1755453|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1755454|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1755455|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1755456|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1755457|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1755458|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1755459|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|19818|0001059_NSSV1755470|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|52000|0001059_NSSV17675339|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|2649537|0001059_NSSV18792863|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|deletion
chr1|22118|0001059_NSSV2570917|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|22118|0001059_NSSV2570918|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|22118|0001059_NSSV2570919|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|22118|0001059_NSSV2571098|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|22118|0001059_NSSV2572825|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|22118|0001059_NSSV2574189|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|22118|0001059_NSSV2575216|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|22118|0001059_NSSV2575439|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|22118|0001059_NSSV2576553|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|22118|0001059_NSSV2576564|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|22118|0001059_NSSV2576575|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|2368561|0001059_NSSV2995976|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|deletion
chr1|15873505|0001059_NSSV2996030|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|15873505|0001059_NSSV2996227|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|15873505|0001059_NSSV2996525|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|deletion
chr1|7139940|0001059_NSSV3008963|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|deletion
chr1|2368561|0001059_NSSV3009025|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10001|duplication
chr1|347967|0001059_NSSV17060072|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10002|inversion
chr1|10059|0001059_NSSV17518260|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10059|insertion
chr1|10175|0001059_ESSV5362496|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10175|insertion
chr1|10281|0001059_NSSV3005193|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10191|deletion
chr1|13950|0001059_ESSV25945131|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10351|duplication
chr1|18900|0001059_ESSV25960905|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10351|duplication
chr1|18900|0001059_ESSV26042833|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10351|duplication
chr1|177417|0001059_ESSV10172|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10377|duplication
chr1|177417|0001059_ESSV11114|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10377|duplication
chr1|707652|0001059_ESSV1421|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10377|deletion
chr1|177417|0001059_ESSV14783|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10377|duplication
chr1|177417|0001059_ESSV15097|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10377|duplication
chr1|177417|0001059_ESSV15821|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10377|duplication
chr1|707652|0001059_ESSV171|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10377|deletion
chr1|177417|0001059_ESSV3863|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10377|duplication
chr1|707652|0001059_ESSV4750|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10377|deletion
chr1|877104|0001059_ESSV7224|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10377|deletion
chr1|177417|0001059_ESSV9162|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10377|duplication
chr1|177417|0001059_NSSV450130|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10377|duplication
chr1|877104|0001059_NSSV450131|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10377|duplication
chr1|877104|0001059_NSSV450242|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10377|duplication
chr1|1062907|0001059_NSSV450353|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10377|duplication
chr1|297968|0001059_NSSV451241|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10377|duplication
chr1|297968|0001059_NSSV452352|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10377|duplication
chr1|297968|0001059_NSSV453463|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10377|duplication
chr1|297968|0001059_NSSV454076|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10377|duplication
chr1|297968|0001059_NSSV454187|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10377|duplication
chr1|297968|0001059_NSSV454298|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10377|duplication
chr1|877104|0001059_NSSV454409|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10377|duplication
chr1|877104|0001059_NSSV454520|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10377|duplication
chr1|10380|0001059_NSSV17525697|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10380|insertion
chr1|10439|0001059_NSSV17861757|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10383|deletion
chr1|10439|0001059_NSSV17868416|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10389|deletion
chr1|91558|0001059_ESSV33662|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|177368|0001059_ESSV34520|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|91558|0001059_ESSV36301|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|81231|0001059_ESSV36569|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|87610|0001059_ESSV42378|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|87096|0001059_ESSV43633|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|87096|0001059_ESSV44330|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|91558|0001059_ESSV45662|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|86730|0001059_ESSV47291|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|80652|0001059_ESSV48828|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|177368|0001059_ESSV52357|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|86730|0001059_ESSV53480|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|87005|0001059_ESSV55201|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|79204|0001059_ESSV56500|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|89163|0001059_ESSV57788|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|86730|0001059_ESSV59014|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|177368|0001059_ESSV60177|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|81829|0001059_ESSV61349|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|92013|0001059_ESSV63480|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|91591|0001059_ESSV65410|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|90440|0001059_ESSV66858|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|87845|0001059_ESSV68486|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|92392|0001059_ESSV75141|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|81448|0001059_ESSV75636|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|79589|0001059_ESSV77852|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|81298|0001059_ESSV78929|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|79864|0001059_ESSV82243|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|90440|0001059_ESSV83994|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|266187|0001059_NSSV15709049|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10499|duplication
chr1|78200|0001059_NSSV14482516|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10501|duplication
chr1|78200|0001059_NSSV14484412|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10501|duplication
chr1|78200|0001059_NSSV14487076|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10501|duplication
chr1|78200|0001059_NSSV14489413|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10501|duplication
chr1|177368|0001059_NSSV16093080|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10529|duplication
chr1|10627|0001059_NSSV17059871|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10627|insertion
chr1|10657|0001059_NSSV17534439|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10657|insertion
chr1|14400|0001059_ESSV25894044|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10801|duplication
chr1|114750|0001059_ESSV25917517|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|10801|duplication
chr1|47000|0001059_NSSV4000242|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|11099|duplication
chr1|29200|0001059_NSSV3958929|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|11100|duplication
chr1|36287|0001059_ESSV8691751|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|11189|duplication
chr1|36787|0001059_ESSV8691752|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|11189|duplication
chr1|35484|0001059_NSSV17671686|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|11481|copy number variation
chr1|72400|0001059_NSSV3769696|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|11599|duplication
chr1|26700|0001059_NSSV3992628|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|11600|duplication
chr1|15700|0001059_NSSV16818647|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|11601|copy number variation
chr1|20700|0001059_NSSV16825898|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|11601|copy number variation
chr1|89237|0001059_NSSV4155673|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12048|copy number variation
chr1|89237|0001059_NSSV4155681|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12048|copy number variation
chr1|89237|0001059_NSSV4155691|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12048|copy number variation
chr1|177033|0001059_NSSV4155765|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12048|copy number variation
