##fileformat=VCFv4.1
##fileDate=20250910
##reference=GCF_000001405.40
##ALT=<ID=<CNV>,Description="Copy number variable region">
##ALT=<ID=<DEL>,Description="Deletion relative to the reference">
##ALT=<ID=<DUP>,Description="Region of elevated copy number relative to the reference">
##ALT=<ID=<INS>,Description="Insertion of sequence relative to the reference">
##ALT=<ID=<INV>,Description="Inversion of reference sequence">
##INFO=<ID=DBVARID,Number=1,Type=String,Description="ID of this element in dbVar">
##INFO=<ID=CIEND,Number=2,Type=Integer,Description="Confidence interval around END for imprecise variants">
##INFO=<ID=CIPOS,Number=2,Type=Integer,Description="Confidence interval around POS for imprecise variants">
##INFO=<ID=DESC,Number=1,Type=String,Description="Any additional information about this call (free text, enclose in double quotes)">
##INFO=<ID=END,Number=1,Type=Integer,Description="End position of the variant described in this record">
##INFO=<ID=IMPRECISE,Number=0,Type=Flag,Description="Imprecise structural variation">
##INFO=<ID=SVTYPE,Number=1,Type=String,Description="Type of structural variant">
##INFO=<ID=SVLEN,Number=.,Type=String,Description="Difference in length between REF and ALT alleles">
##INFO=<ID=CHR2,Number=1,Type=String,Description="Second (To) Chromosome in a translocation pair">
##INFO=<ID=REGIONID,Number=.,Type=String,Description="The parent variant region accession(s)">
##INFO=<ID=EXPERIMENT,Number=1,Type=Integer,Description="The experiment_id (from EXPERIMENTS tab) of the experiment that was used to generate this call">
##INFO=<ID=EVENT,Number=.,Type=String,Description="The parent variant region accession of a mutation event">
##INFO=<ID=LINKS,Number=.,Type=String,Description="Link(s) to external database(s) - see LINKS tab of dbVar submission template for examples">
##INFO=<ID=CLNSIG,Number=.,Type=String,Description="Clinical significance for this single variant">
##INFO=<ID=CLNACC,Number=.,Type=String,Description="Accessions and version numbers assigned by ClinVar">
##INFO=<ID=clinical_source,Number=1,Type=String,Description="Source of clinical significance">
##INFO=<ID=SOMATIC,Number=0,Type=Flag,Description="Indicates that the record is a somatic mutation. NOT for clinical assertions, i.e. cancer. See also ORIGIN.">
##INFO=<ID=ORIGIN,Number=1,Type=String,Description="Origin of allele, if known; should be one of (biparental, de novo, germline, inherited, maternal, not applicable, not provided, not-reported, paternal, tested-inconclusive, uniparental, unknown, see ClinVar for details). See also SOMATIC">
##INFO=<ID=PHENO,Number=.,Type=String,Description="Phenotype(s) thought to associated with this call. NOT for clinical assertions (submit to ClinVar). (free text, enclose in double quotes)">
##INFO=<ID=SAMPLE,Number=1,Type=String,Description="sample_id from dbVar submission; every call must have SAMPLE or SAMPLESET, but NOT BOTH">
##INFO=<ID=SAMPLESET,Number=1,Type=Integer,Description="sampleset_id from dbVar submission; every call must have SAMPLESET or SAMPLE but NOT BOTH">
##INFO=<ID=VALIDATED,Number=0,Type=Flag,Description="Validated by follow-up experiment">
##INFO=<ID=SEQ,Number=1,Type=String,Description="Variation sequence">
##INFO=<ID=AC,Number=.,Type=Integer,Description="Global Allele count">
##INFO=<ID=AF,Number=.,Type=Float,Description="Global Allele frequency">
##INFO=<ID=AN,Number=.,Type=String,Description="Global Allele name">
#CHROM	POS	ID	REF	ALT	QUAL	FILTER	INFO
1	10001	nssv1612836	T	<DEL>	.	.	DBVARID=nssv1612836;SVTYPE=DEL;IMPRECISE;END=6831263;CIPOS=0,0;CIEND=0,0;SVLEN=-6821263;EXPERIMENT=2;SAMPLE=1932;REGIONID=nsv933906
1	10001	nssv1613119	T	<DEL>	.	.	DBVARID=nssv1613119;SVTYPE=DEL;IMPRECISE;END=6743974;CIPOS=0,0;CIEND=0,0;SVLEN=-6733974;EXPERIMENT=1;SAMPLE=150;REGIONID=nsv934152
1	10001	nssv1613156	T	<DEL>	.	.	DBVARID=nssv1613156;SVTYPE=DEL;IMPRECISE;END=6068104;CIPOS=0,0;CIEND=0,0;SVLEN=-6058104;EXPERIMENT=1;SAMPLE=142;REGIONID=nsv932946
1	10001	nssv1613277	T	<DEL>	.	.	DBVARID=nssv1613277;SVTYPE=DEL;IMPRECISE;END=2940953;CIPOS=.,0;CIEND=0,0;SVLEN=-2930953;EXPERIMENT=2;SAMPLE=2950;REGIONID=nsv932922
1	10001	nssv1613509	T	<DEL>	.	.	DBVARID=nssv1613509;SVTYPE=DEL;IMPRECISE;END=2777471;CIPOS=0,0;CIEND=0,0;SVLEN=-2767471;EXPERIMENT=2;SAMPLE=1974;REGIONID=nsv934116
1	10001	nssv1613648	T	<DEL>	.	.	DBVARID=nssv1613648;SVTYPE=DEL;IMPRECISE;END=7688915;CIPOS=0,0;CIEND=0,0;SVLEN=-7678915;EXPERIMENT=1;SAMPLE=71;REGIONID=nsv934259
1	10001	nssv1613719	T	<DEL>	.	.	DBVARID=nssv1613719;SVTYPE=DEL;IMPRECISE;END=4799319;CIPOS=0,0;CIEND=0,0;SVLEN=-4789319;EXPERIMENT=2;SAMPLE=1715;REGIONID=nsv933154
1	10001	nssv1614481	T	<DEL>	.	.	DBVARID=nssv1614481;SVTYPE=DEL;IMPRECISE;END=1535693;CIPOS=0,0;CIEND=0,0;SVLEN=-1525693;EXPERIMENT=2;SAMPLE=1828;REGIONID=nsv933473
1	10001	nssv1614868	T	<DEL>	.	.	DBVARID=nssv1614868;SVTYPE=DEL;IMPRECISE;END=9962135;CIPOS=0,0;CIEND=0,0;SVLEN=-9952135;EXPERIMENT=2;SAMPLE=1541;REGIONID=nsv933606
1	10001	nssv1614930	T	<DEL>	.	.	DBVARID=nssv1614930;SVTYPE=DEL;IMPRECISE;END=5226310;CIPOS=0,0;CIEND=0,0;SVLEN=-5216310;EXPERIMENT=2;SAMPLE=1495;REGIONID=nsv933660
1	10001	nssv1615160	T	<DEL>	.	.	DBVARID=nssv1615160;SVTYPE=DEL;IMPRECISE;END=3792349;CIPOS=0,0;CIEND=0,0;SVLEN=-3782349;EXPERIMENT=2;SAMPLE=1450;REGIONID=nsv933070
1	10001	nssv1615317	T	<DEL>	.	.	DBVARID=nssv1615317;SVTYPE=DEL;IMPRECISE;END=6128996;CIPOS=0,0;CIEND=0,0;SVLEN=-6118996;EXPERIMENT=1;SAMPLE=91;REGIONID=nsv933818
1	10001	nssv1615498	T	<DEL>	.	.	DBVARID=nssv1615498;SVTYPE=DEL;IMPRECISE;END=6623969;CIPOS=0,0;CIEND=0,0;SVLEN=-6613969;EXPERIMENT=2;SAMPLE=1912;REGIONID=nsv933322
1	10001	nssv1615801	T	<DEL>	.	.	DBVARID=nssv1615801;SVTYPE=DEL;IMPRECISE;END=6861374;CIPOS=0,0;CIEND=0,0;SVLEN=-6851374;EXPERIMENT=1;SAMPLE=146;REGIONID=nsv933224
1	10001	nssv1615861	T	<DEL>	.	.	DBVARID=nssv1615861;SVTYPE=DEL;IMPRECISE;END=4018458;CIPOS=0,0;CIEND=0,0;SVLEN=-4008458;EXPERIMENT=2;SAMPLE=1529;REGIONID=nsv933751
1	10001	nssv1616125	T	<DEL>	.	.	DBVARID=nssv1616125;SVTYPE=DEL;IMPRECISE;END=4410388;CIPOS=0,0;CIEND=0,0;SVLEN=-4400388;EXPERIMENT=1;SAMPLE=40;REGIONID=nsv934020
1	10001	nssv1616525	T	<DEL>	.	.	DBVARID=nssv1616525;SVTYPE=DEL;IMPRECISE;END=5476654;CIPOS=0,0;CIEND=0,0;SVLEN=-5466654;EXPERIMENT=2;SAMPLE=1647;REGIONID=nsv934292
1	10001	nssv16255736	T	<DEL>	.	.	DBVARID=nssv16255736;SVTYPE=DEL;IMPRECISE;END=5532775;CIPOS=.,0;CIEND=0,.;SVLEN=-5522775;DESC=GRCh37%2Fhg19%201p36.33-36.31%28chr1%3A1-5592835%29x1%20AND%20not%20provided;EXPERIMENT=1;SAMPLESET=1;CLNSIG="Pathogenic";CLNACC=RCV001260116.1,VCV000980940.1;clinical_source="ClinVar";ORIGIN="germline";PHENO=MedGen:C3661900,OMIM:104250.0001,OMIM:109630.0001;REGIONID=nsv4728187
1	10001	nssv1749199	T	<DUP>	.	.	DBVARID=nssv1749199;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=Homo_denisova-Denisova_30x;VALIDATED;REGIONID=nsv945697
1	10001	nssv1749200	T	<DUP>	.	.	DBVARID=nssv1749200;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=Gorilla_beringei_graueri-9732_Mkubwa;VALIDATED;REGIONID=nsv945697
1	10001	nssv1749201	T	<DUP>	.	.	DBVARID=nssv1749201;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=Gorilla_gorilla_gorilla-9750_Azizi;VALIDATED;REGIONID=nsv945697
1	10001	nssv1749212	T	<DUP>	.	.	DBVARID=nssv1749212;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=Gorilla_gorilla_gorilla-9751_Bulera;VALIDATED;REGIONID=nsv945697
1	10001	nssv1749223	T	<DUP>	.	.	DBVARID=nssv1749223;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=Gorilla_gorilla_gorilla-9752_Suzie;VALIDATED;REGIONID=nsv945697
1	10001	nssv1749234	T	<DUP>	.	.	DBVARID=nssv1749234;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=Gorilla_gorilla_gorilla-9753_Kokomo;VALIDATED;REGIONID=nsv945697
1	10001	nssv1749245	T	<DUP>	.	.	DBVARID=nssv1749245;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=Gorilla_gorilla_gorilla-A932_Mimi;VALIDATED;REGIONID=nsv945697
1	10001	nssv1749256	T	<DUP>	.	.	DBVARID=nssv1749256;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=Gorilla_gorilla_gorilla-A933_Dian;VALIDATED;REGIONID=nsv945697
1	10001	nssv1749267	T	<DUP>	.	.	DBVARID=nssv1749267;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=Gorilla_gorilla_gorilla-A934_Delphi;VALIDATED;REGIONID=nsv945697
1	10001	nssv1749278	T	<DUP>	.	.	DBVARID=nssv1749278;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=Gorilla_gorilla_gorilla-A935_Fritz;VALIDATED;REGIONID=nsv945697
1	10001	nssv1749289	T	<DUP>	.	.	DBVARID=nssv1749289;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=Gorilla_gorilla_gorilla-A936_Coco;VALIDATED;REGIONID=nsv945697
1	10001	nssv1749300	T	<DUP>	.	.	DBVARID=nssv1749300;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=Gorilla_gorilla_gorilla-A962_Amani;VALIDATED;REGIONID=nsv945697
1	10001	nssv1749337	T	<DUP>	.	.	DBVARID=nssv1749337;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=Gorilla_beringei_graueri-A929_Kaisi;VALIDATED;REGIONID=nsv945697
1	10001	nssv1749338	T	<DUP>	.	.	DBVARID=nssv1749338;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=Gorilla_gorilla_gorilla-Snowflake;VALIDATED;REGIONID=nsv945697
1	10001	nssv1749449	T	<DUP>	.	.	DBVARID=nssv1749449;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=Gorilla_gorilla_gorilla-X00108_Abe;VALIDATED;REGIONID=nsv945697
1	10001	nssv1750484	T	<DUP>	.	.	DBVARID=nssv1750484;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=Gorilla_gorilla_gorilla-X00109_Tzambo;VALIDATED;REGIONID=nsv945697
1	10001	nssv1750595	T	<DUP>	.	.	DBVARID=nssv1750595;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=HGDP01307;VALIDATED;REGIONID=nsv945697
1	10001	nssv1750706	T	<DUP>	.	.	DBVARID=nssv1750706;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=HGDP00521;VALIDATED;REGIONID=nsv945697
1	10001	nssv1751732	T	<DUP>	.	.	DBVARID=nssv1751732;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=HGDP00778;VALIDATED;REGIONID=nsv945697
1	10001	nssv1751743	T	<DUP>	.	.	DBVARID=nssv1751743;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=HGDP00998;VALIDATED;REGIONID=nsv945697
1	10001	nssv1751754	T	<DUP>	.	.	DBVARID=nssv1751754;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=HGDP01284;VALIDATED;REGIONID=nsv945697
1	10001	nssv1751765	T	<DUP>	.	.	DBVARID=nssv1751765;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=HGDP00456;VALIDATED;REGIONID=nsv945697
1	10001	nssv1751776	T	<DUP>	.	.	DBVARID=nssv1751776;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=HGDP00542;VALIDATED;REGIONID=nsv945697
1	10001	nssv1751787	T	<DUP>	.	.	DBVARID=nssv1751787;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=Gorilla_gorilla_dielhi-B646_Nyango;VALIDATED;REGIONID=nsv945697
1	10001	nssv1751788	T	<DUP>	.	.	DBVARID=nssv1751788;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=HGDP01029;VALIDATED;REGIONID=nsv945697
1	10001	nssv1751799	T	<DUP>	.	.	DBVARID=nssv1751799;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=HGDP00665;VALIDATED;REGIONID=nsv945697
1	10001	nssv1751810	T	<DUP>	.	.	DBVARID=nssv1751810;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=HGDP00927;VALIDATED;REGIONID=nsv945697
1	10001	nssv1751821	T	<DUP>	.	.	DBVARID=nssv1751821;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=Pan_paniscus-9731_LB502;VALIDATED;REGIONID=nsv945697
1	10001	nssv1751832	T	<DUP>	.	.	DBVARID=nssv1751832;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=Pan_paniscus-A915_Kosana;VALIDATED;REGIONID=nsv945697
1	10001	nssv1751843	T	<DUP>	.	.	DBVARID=nssv1751843;SVTYPE=DUP;IMPRECISE;END=19818;CIPOS=.,0;CIEND=0,.;SVLEN=9818;DESC=lineage%20specific%20duplication%20-%20%20fixed_Ggod-Ggog-Gbeg-Ptrs-Ptrt-Ptre-Ptrv-Ppa-Hsa-Hde;EXPERIMENT=2;SAMPLE=Pan_paniscus-A917_Dzeeta;VALIDATED;REGIONID=nsv945697
